snapshot,task,source,query_index,query,access_date
multisource_preferred,机器人内镜/支气管镜活检,crossref,1,https://api.crossref.org/works?query.bibliographic=robotic+endoscopic+biopsy&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,机器人内镜/支气管镜活检,crossref,2,https://api.crossref.org/works?query.bibliographic=robotic+bronchoscopy+biopsy&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,胶囊机器人组织采样/活检,europe_pmc,1,"(""capsule robot biopsy"" OR ""capsule endoscopy biopsy"" OR ""magnetic capsule biopsy"" OR ""capsule robot tissue sampling"") AND FIRST_PDATE:[2000-01-01 TO 2026-08-06]",2026-08-06
multisource_preferred,胶囊机器人组织采样/活检,arxiv,1,"(all:""capsule robot biopsy"" OR all:""capsule endoscopy biopsy"" OR all:""magnetic capsule biopsy"" OR all:""capsule robot tissue sampling"") AND submittedDate:[200001010000 TO 202608062359]",2026-08-06
multisource_preferred,胶囊机器人组织采样/活检,crossref,1,https://api.crossref.org/works?query.bibliographic=capsule+robot+biopsy&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,胶囊机器人组织采样/活检,crossref,2,https://api.crossref.org/works?query.bibliographic=capsule+tissue+sampling&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,机器人静脉穿刺/采血,europe_pmc,1,"(""robotic venipuncture"" OR ""robot-assisted venipuncture"" OR ""autonomous venipuncture"" OR ""robotic phlebotomy"") AND FIRST_PDATE:[2000-01-01 TO 2026-08-06]",2026-08-06
multisource_preferred,机器人静脉穿刺/采血,arxiv,1,"(all:""robotic venipuncture"" OR all:""robot-assisted venipuncture"" OR all:""autonomous venipuncture"" OR all:""robotic phlebotomy"") AND submittedDate:[200001010000 TO 202608062359]",2026-08-06
multisource_preferred,机器人静脉穿刺/采血,crossref,1,https://api.crossref.org/works?query.bibliographic=robotic+venipuncture&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,机器人静脉穿刺/采血,crossref,2,https://api.crossref.org/works?query.bibliographic=robotic+phlebotomy&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,机器人拭子/腔道标本采集,europe_pmc,1,"(""robotic swab sampling"" OR ""robotic nasopharyngeal swab"" OR ""robotic throat swab"" OR ""robotic specimen collection"") AND FIRST_PDATE:[2000-01-01 TO 2026-08-06]",2026-08-06
multisource_preferred,机器人拭子/腔道标本采集,arxiv,1,"(all:""robotic swab sampling"" OR all:""robotic nasopharyngeal swab"" OR all:""robotic throat swab"" OR all:""robotic specimen collection"") AND submittedDate:[200001010000 TO 202608062359]",2026-08-06
multisource_preferred,机器人拭子/腔道标本采集,crossref,1,https://api.crossref.org/works?query.bibliographic=robotic+nasopharyngeal+swab&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
multisource_preferred,机器人拭子/腔道标本采集,crossref,2,https://api.crossref.org/works?query.bibliographic=robotic+swab+collection&filter=from-pub-date%3A2000-01-01%2Cuntil-pub-date%3A2026-08-06&rows=1000&select=DOI%2Ctitle%2Cpublished%2Ctype%2Cabstract,2026-08-06
